         125
           1   100.000000000000     
           2   150.000000000000     
           3   200.000000000000     
           4   100.000000000000     
           5   150.000000000000     
           6   200.000000000000     
           7   100.000000000000     
           8   150.000000000000     
           9   200.000000000000     
          10   100.000000000000     
          11   150.000000000000     
          12   200.000000000000     
          13   100.000000000000     
          14   150.000000000000     
          15   200.000000000000     
          16   100.000000000000     
          17   150.000000000000     
          18   200.000000000000     
          19   100.000000000000     
          20   150.000000000000     
          21   200.000000000000     
          22   100.000000000000     
          23   150.000000000000     
          24   200.000000000000     
          25   100.000000000000     
          26   150.000000000000     
          27   200.000000000000     
          28   125.000000000000     
          29   150.000000000000     
          30   125.000000000000     
          31   100.000000000000     
          32   125.000000000000     
          33   150.000000000000     
          34   125.000000000000     
          35   100.000000000000     
          36   100.000000000000     
          37   150.000000000000     
          38   150.000000000000     
          39   100.000000000000     
          40   175.000000000000     
          41   200.000000000000     
          42   175.000000000000     
          43   175.000000000000     
          44   200.000000000000     
          45   175.000000000000     
          46   200.000000000000     
          47   200.000000000000     
          48   150.000000000000     
          49   125.000000000000     
          50   100.000000000000     
          51   150.000000000000     
          52   125.000000000000     
          53   100.000000000000     
          54   150.000000000000     
          55   100.000000000000     
          56   200.000000000000     
          57   175.000000000000     
          58   200.000000000000     
          59   175.000000000000     
          60   200.000000000000     
          61   125.000000000000     
          62   150.000000000000     
          63   125.000000000000     
          64   100.000000000000     
          65   100.000000000000     
          66   150.000000000000     
          67   150.000000000000     
          68   100.000000000000     
          69   175.000000000000     
          70   200.000000000000     
          71   175.000000000000     
          72   200.000000000000     
          73   200.000000000000     
          74   150.000000000000     
          75   125.000000000000     
          76   100.000000000000     
          77   150.000000000000     
          78   100.000000000000     
          79   200.000000000000     
          80   175.000000000000     
          81   200.000000000000     
          82   125.000000000000     
          83   150.000000000000     
          84   125.000000000000     
          85   100.000000000000     
          86   125.000000000000     
          87   125.000000000000     
          88   175.000000000000     
          89   200.000000000000     
          90   175.000000000000     
          91   175.000000000000     
          92   175.000000000000     
          93   125.000000000000     
          94   150.000000000000     
          95   125.000000000000     
          96   100.000000000000     
          97   125.000000000000     
          98   175.000000000000     
          99   200.000000000000     
         100   175.000000000000     
         101   175.000000000000     
         102   125.000000000000     
         103   150.000000000000     
         104   100.000000000000     
         105   125.000000000000     
         106   125.000000000000     
         107   175.000000000000     
         108   200.000000000000     
         109   175.000000000000     
         110   175.000000000000     
         111   125.000000000000     
         112   150.000000000000     
         113   100.000000000000     
         114   125.000000000000     
         115   175.000000000000     
         116   200.000000000000     
         117   175.000000000000     
         118   125.000000000000     
         119   175.000000000000     
         120   125.000000000000     
         121   175.000000000000     
         122   125.000000000000     
         123   175.000000000000     
         124   125.000000000000     
         125   175.000000000000     
